,reference,SEED_169,SEED_151,SEED_167,SEED_193,SEED_133,SEED_105,SEED_161,SEED_195,SEED_159,SEED_157,SEED_103,SEED_135,SEED_047,SEED_049,SEED_085,SEED_071,SEED_025,SEED_013,SEED_083,SEED_077,SEED_041,SEED_079,SEED_015,SEED_023,SEED_039,SEED_001,SEED_037,SEED_097,SEED_063,SEED_055,SEED_099,SEED_031,SEED_009,SEED_007,SEED_053,SEED_091,SEED_065,SEED_117,SEED_119,SEED_121,SEED_175,SEED_181,SEED_143,SEED_127,SEED_111,SEED_129,SEED_189,SEED_145,SEED_173,SEED_187,SEED_137,SEED_101,SEED_139,SEED_199,SEED_155,SEED_197,SEED_163,SEED_107,SEED_109,SEED_131,SEED_191,SEED_165,SEED_153,SEED_021,SEED_019,SEED_017,SEED_043,SEED_075,SEED_081,SEED_029,SEED_011,SEED_027,SEED_073,SEED_087,SEED_045,SEED_089,SEED_067,SEED_093,SEED_051,SEED_069,SEED_005,SEED_033,SEED_057,SEED_059,SEED_061,SEED_095,SEED_035,SEED_003,SEED_185,SEED_171,SEED_149,SEED_147,SEED_113,SEED_125,SEED_179,SEED_141,SEED_183,SEED_177,SEED_123,SEED_115,average,std
10,400.0,54.0,38.0,35.0,38.0,50.0,33.0,27.0,46.0,35.0,37.0,54.0,33.0,39.0,56.0,41.0,56.0,35.0,57.0,52.0,54.0,58.0,38.0,31.0,34.0,22.0,34.0,52.0,37.0,42.0,33.0,46.0,31.0,37.0,55.0,56.0,50.0,47.0,48.0,53.0,45.0,37.0,28.0,50.0,50.0,37.0,47.0,34.0,40.0,47.0,50.0,35.0,27.0,50.0,54.0,45.0,35.0,27.0,43.0,33.0,59.0,36.0,55.0,37.0,63.0,42.0,49.0,36.0,34.0,56.0,39.0,32.0,44.0,32.0,52.0,32.0,57.0,41.0,41.0,33.0,52.0,64.0,57.0,49.0,47.0,47.0,54.0,30.0,28.0,42.0,43.0,54.0,43.0,28.0,31.0,33.0,38.0,35.0,47.0,30.0,58.0,46.21782178217822,36.68992468612043
11,440.0,54.0,49.0,41.0,43.0,50.0,34.0,28.0,44.0,34.0,40.0,57.0,31.0,46.0,53.0,37.0,53.0,38.0,57.0,53.0,55.0,68.0,46.0,33.0,34.0,22.0,43.0,60.0,44.0,47.0,37.0,58.0,31.0,38.0,60.0,58.0,52.0,53.0,58.0,53.0,47.0,48.0,28.0,54.0,58.0,40.0,54.0,37.0,38.0,50.0,57.0,35.0,29.0,53.0,64.0,43.0,41.0,27.0,45.0,35.0,59.0,33.0,53.0,43.0,67.0,43.0,60.0,38.0,34.0,53.0,47.0,31.0,43.0,34.0,40.0,32.0,63.0,47.0,54.0,34.0,48.0,60.0,69.0,59.0,44.0,51.0,58.0,29.0,29.0,49.0,42.0,57.0,53.0,27.0,32.0,31.0,37.0,37.0,56.0,32.0,57.0,49.306930693069305,40.57671931028056
12,480.0,55.0,52.0,53.0,48.0,48.0,38.0,28.0,52.0,34.0,47.0,55.0,32.0,46.0,49.0,36.0,57.0,50.0,57.0,61.0,59.0,63.0,52.0,31.0,38.0,21.0,51.0,61.0,52.0,49.0,35.0,59.0,31.0,50.0,58.0,53.0,54.0,58.0,55.0,42.0,50.0,50.0,30.0,60.0,61.0,48.0,51.0,39.0,44.0,56.0,61.0,35.0,28.0,55.0,50.0,49.0,43.0,27.0,45.0,37.0,54.0,33.0,62.0,50.0,66.0,43.0,61.0,46.0,32.0,54.0,41.0,33.0,35.0,41.0,44.0,30.0,65.0,49.0,54.0,38.0,57.0,62.0,67.0,66.0,45.0,58.0,67.0,29.0,31.0,58.0,46.0,52.0,57.0,27.0,32.0,32.0,46.0,40.0,63.0,34.0,60.0,51.772277227722775,44.2749915303465
13,520.0,52.0,39.0,52.0,40.0,51.0,48.0,28.0,58.0,34.0,45.0,59.0,35.0,49.0,51.0,45.0,61.0,63.0,57.0,71.0,59.0,58.0,47.0,30.0,38.0,22.0,50.0,54.0,53.0,54.0,31.0,52.0,31.0,48.0,61.0,61.0,49.0,58.0,55.0,35.0,46.0,59.0,32.0,60.0,61.0,50.0,53.0,41.0,41.0,52.0,59.0,38.0,26.0,60.0,52.0,45.0,51.0,29.0,50.0,46.0,59.0,34.0,72.0,44.0,56.0,52.0,60.0,51.0,33.0,56.0,34.0,34.0,32.0,57.0,42.0,30.0,63.0,49.0,54.0,46.0,54.0,63.0,72.0,64.0,45.0,60.0,64.0,30.0,32.0,62.0,48.0,54.0,55.0,24.0,33.0,31.0,50.0,43.0,74.0,36.0,61.0,53.148514851485146,48.16748546696386
14,560.0,53.0,39.0,53.0,36.0,56.0,50.0,29.0,52.0,34.0,50.0,52.0,36.0,63.0,56.0,43.0,52.0,66.0,55.0,64.0,53.0,59.0,56.0,29.0,38.0,23.0,45.0,49.0,58.0,54.0,30.0,49.0,31.0,48.0,64.0,63.0,52.0,56.0,48.0,37.0,58.0,57.0,34.0,57.0,53.0,54.0,56.0,34.0,55.0,49.0,54.0,34.0,26.0,61.0,57.0,46.0,47.0,28.0,45.0,52.0,65.0,43.0,64.0,45.0,47.0,55.0,57.0,49.0,33.0,63.0,34.0,40.0,28.0,60.0,46.0,30.0,50.0,45.0,45.0,43.0,59.0,52.0,67.0,74.0,54.0,53.0,72.0,31.0,33.0,58.0,50.0,53.0,64.0,21.0,34.0,32.0,47.0,46.0,75.0,39.0,61.0,53.613861386138616,52.00703880331678
15,600.0,64.0,41.0,54.0,35.0,49.0,52.0,31.0,46.0,33.0,46.0,59.0,35.0,62.0,53.0,41.0,54.0,60.0,55.0,63.0,49.0,66.0,60.0,28.0,40.0,23.0,48.0,50.0,58.0,64.0,29.0,55.0,28.0,48.0,60.0,62.0,52.0,58.0,48.0,47.0,67.0,55.0,46.0,64.0,53.0,52.0,54.0,34.0,65.0,44.0,54.0,34.0,26.0,60.0,54.0,41.0,49.0,26.0,48.0,55.0,74.0,57.0,56.0,54.0,55.0,59.0,60.0,44.0,33.0,55.0,33.0,46.0,27.0,53.0,46.0,32.0,52.0,54.0,48.0,41.0,57.0,56.0,61.0,66.0,59.0,48.0,69.0,30.0,33.0,52.0,43.0,43.0,65.0,19.0,32.0,31.0,46.0,53.0,68.0,38.0,64.0,54.445544554455445,55.87069145193501
16,640.0,62.0,39.0,53.0,35.0,50.0,48.0,33.0,43.0,34.0,36.0,41.0,34.0,48.0,48.0,41.0,48.0,63.0,50.0,57.0,57.0,57.0,51.0,28.0,39.0,23.0,53.0,48.0,53.0,59.0,30.0,52.0,27.0,49.0,57.0,54.0,47.0,53.0,45.0,40.0,64.0,52.0,56.0,58.0,51.0,54.0,55.0,35.0,58.0,36.0,46.0,37.0,28.0,51.0,45.0,36.0,37.0,25.0,45.0,52.0,72.0,55.0,53.0,48.0,45.0,55.0,54.0,51.0,34.0,50.0,32.0,47.0,29.0,56.0,48.0,34.0,49.0,54.0,45.0,38.0,46.0,59.0,65.0,61.0,56.0,47.0,50.0,31.0,35.0,53.0,45.0,36.0,67.0,17.0,32.0,31.0,53.0,51.0,65.0,35.0,69.0,52.46534653465346,59.779721777296714
17,680.0,60.0,35.0,53.0,35.0,39.0,42.0,35.0,35.0,34.0,34.0,49.0,33.0,36.0,55.0,41.0,57.0,50.0,49.0,45.0,50.0,59.0,47.0,29.0,35.0,22.0,54.0,48.0,44.0,53.0,28.0,54.0,25.0,53.0,52.0,52.0,42.0,55.0,43.0,48.0,60.0,54.0,56.0,57.0,45.0,58.0,50.0,33.0,49.0,35.0,52.0,41.0,29.0,36.0,38.0,36.0,36.0,26.0,39.0,60.0,61.0,53.0,53.0,42.0,50.0,54.0,54.0,37.0,33.0,52.0,33.0,49.0,30.0,64.0,38.0,36.0,51.0,47.0,43.0,37.0,60.0,58.0,60.0,61.0,54.0,55.0,50.0,30.0,35.0,52.0,35.0,34.0,65.0,15.0,32.0,30.0,39.0,50.0,61.0,35.0,61.0,51.17821782178218,63.81678540787008
18,720.0,54.0,35.0,49.0,34.0,40.0,39.0,36.0,34.0,42.0,32.0,55.0,31.0,34.0,52.0,40.0,63.0,47.0,43.0,57.0,52.0,48.0,40.0,30.0,33.0,21.0,58.0,48.0,37.0,46.0,27.0,57.0,23.0,48.0,50.0,60.0,40.0,57.0,48.0,51.0,53.0,52.0,47.0,60.0,38.0,54.0,42.0,35.0,47.0,37.0,47.0,42.0,31.0,32.0,52.0,33.0,32.0,26.0,43.0,64.0,50.0,56.0,50.0,36.0,50.0,49.0,61.0,33.0,34.0,51.0,32.0,50.0,30.0,57.0,40.0,34.0,55.0,34.0,47.0,40.0,64.0,68.0,58.0,60.0,56.0,55.0,55.0,32.0,36.0,40.0,34.0,34.0,69.0,14.0,33.0,34.0,35.0,49.0,54.0,36.0,55.0,50.87128712871287,67.8372635362444
19,760.0,51.0,35.0,39.0,34.0,38.0,45.0,38.0,34.0,40.0,33.0,57.0,34.0,36.0,46.0,35.0,60.0,60.0,49.0,67.0,47.0,55.0,35.0,29.0,34.0,19.0,47.0,39.0,34.0,39.0,24.0,44.0,23.0,43.0,47.0,61.0,42.0,64.0,44.0,48.0,61.0,49.0,44.0,56.0,34.0,50.0,35.0,43.0,48.0,44.0,44.0,49.0,31.0,31.0,50.0,30.0,31.0,26.0,39.0,62.0,45.0,64.0,54.0,35.0,52.0,52.0,59.0,32.0,35.0,55.0,31.0,50.0,32.0,55.0,43.0,33.0,52.0,35.0,42.0,43.0,55.0,60.0,55.0,57.0,56.0,60.0,60.0,31.0,34.0,41.0,33.0,36.0,60.0,13.0,31.0,42.0,40.0,47.0,45.0,36.0,49.0,50.554455445544555,71.80066951996577
20,800.0,53.0,36.0,43.0,34.0,40.0,41.0,35.0,33.0,35.0,32.0,61.0,34.0,36.0,49.0,33.0,53.0,66.0,59.0,66.0,46.0,56.0,43.0,29.0,35.0,19.0,51.0,42.0,33.0,35.0,24.0,41.0,22.0,38.0,37.0,64.0,55.0,59.0,42.0,47.0,56.0,55.0,45.0,55.0,36.0,50.0,36.0,46.0,56.0,43.0,45.0,52.0,33.0,31.0,41.0,29.0,31.0,25.0,35.0,55.0,59.0,72.0,58.0,38.0,53.0,57.0,54.0,32.0,35.0,58.0,30.0,55.0,32.0,45.0,52.0,33.0,49.0,35.0,45.0,52.0,54.0,62.0,67.0,55.0,51.0,55.0,59.0,29.0,34.0,38.0,33.0,35.0,64.0,8.0,29.0,42.0,35.0,46.0,43.0,34.0,49.0,51.26732673267327,75.83618236844455
21,840.0,50.0,35.0,51.0,39.0,45.0,36.0,45.0,33.0,36.0,32.0,62.0,36.0,47.0,49.0,33.0,50.0,58.0,61.0,61.0,52.0,56.0,46.0,29.0,34.0,18.0,48.0,42.0,33.0,44.0,23.0,42.0,24.0,38.0,35.0,51.0,60.0,56.0,43.0,57.0,60.0,53.0,49.0,54.0,52.0,52.0,38.0,46.0,64.0,47.0,43.0,54.0,34.0,33.0,50.0,29.0,31.0,25.0,34.0,49.0,53.0,67.0,63.0,41.0,58.0,47.0,52.0,31.0,34.0,49.0,29.0,51.0,33.0,49.0,58.0,35.0,43.0,38.0,47.0,53.0,50.0,62.0,61.0,63.0,49.0,58.0,56.0,28.0,34.0,47.0,35.0,34.0,64.0,3.0,28.0,35.0,35.0,41.0,50.0,31.0,57.0,52.26732673267327,79.66724000790668
22,880.0,50.0,34.0,54.0,48.0,45.0,35.0,52.0,34.0,41.0,31.0,54.0,35.0,57.0,43.0,33.0,52.0,52.0,59.0,55.0,51.0,53.0,45.0,27.0,34.0,18.0,50.0,44.0,33.0,46.0,20.0,51.0,23.0,45.0,44.0,43.0,58.0,56.0,35.0,65.0,64.0,63.0,52.0,50.0,59.0,49.0,35.0,52.0,68.0,54.0,45.0,65.0,34.0,35.0,58.0,30.0,31.0,25.0,33.0,50.0,59.0,64.0,59.0,47.0,63.0,55.0,53.0,31.0,33.0,54.0,27.0,49.0,32.0,53.0,56.0,45.0,45.0,40.0,41.0,54.0,44.0,61.0,63.0,69.0,53.0,57.0,52.0,30.0,34.0,52.0,37.0,32.0,64.0,11.0,29.0,35.0,40.0,35.0,67.0,29.0,50.0,53.87128712871287,83.5501466028229
23,920.0,61.0,33.0,59.0,51.0,46.0,36.0,56.0,32.0,43.0,32.0,66.0,34.0,55.0,43.0,35.0,52.0,52.0,54.0,58.0,56.0,51.0,43.0,26.0,40.0,19.0,53.0,48.0,28.0,43.0,19.0,66.0,24.0,47.0,60.0,55.0,60.0,48.0,35.0,65.0,63.0,57.0,56.0,50.0,52.0,56.0,37.0,54.0,65.0,50.0,47.0,71.0,35.0,42.0,60.0,32.0,30.0,27.0,32.0,54.0,55.0,53.0,59.0,41.0,71.0,47.0,55.0,32.0,32.0,60.0,26.0,54.0,33.0,47.0,48.0,54.0,49.0,39.0,45.0,52.0,57.0,60.0,56.0,68.0,55.0,62.0,51.0,30.0,34.0,49.0,41.0,33.0,67.0,5.0,30.0,48.0,35.0,41.0,63.0,26.0,56.0,55.37623762376238,87.44410961658082
24,960.0,59.0,34.0,57.0,51.0,35.0,35.0,53.0,32.0,55.0,31.0,67.0,34.0,61.0,40.0,33.0,48.0,46.0,46.0,55.0,43.0,55.0,50.0,25.0,43.0,19.0,54.0,50.0,27.0,36.0,19.0,62.0,24.0,45.0,57.0,62.0,54.0,51.0,36.0,68.0,60.0,60.0,63.0,45.0,38.0,53.0,33.0,50.0,58.0,51.0,49.0,72.0,37.0,52.0,61.0,34.0,26.0,27.0,34.0,49.0,53.0,49.0,55.0,43.0,60.0,48.0,57.0,32.0,29.0,58.0,24.0,46.0,32.0,48.0,47.0,52.0,52.0,47.0,49.0,55.0,61.0,63.0,57.0,62.0,47.0,51.0,49.0,32.0,32.0,53.0,37.0,35.0,57.0,3.0,33.0,48.0,35.0,41.0,57.0,25.0,53.0,54.76237623762376,91.41290812883767
25,1000.0,48.0,34.0,52.0,40.0,34.0,38.0,49.0,31.0,50.0,29.0,58.0,35.0,57.0,53.0,29.0,53.0,47.0,57.0,60.0,50.0,59.0,51.0,23.0,43.0,19.0,47.0,50.0,29.0,36.0,20.0,63.0,25.0,51.0,53.0,54.0,55.0,64.0,37.0,58.0,67.0,55.0,52.0,48.0,41.0,52.0,31.0,53.0,66.0,40.0,42.0,70.0,38.0,36.0,56.0,33.0,25.0,28.0,39.0,42.0,56.0,53.0,60.0,43.0,57.0,40.0,45.0,32.0,27.0,63.0,23.0,42.0,30.0,56.0,52.0,61.0,59.0,46.0,47.0,55.0,66.0,67.0,48.0,60.0,51.0,53.0,56.0,31.0,30.0,46.0,33.0,35.0,49.0,14.0,36.0,40.0,35.0,40.0,57.0,20.0,50.0,54.64356435643565,95.37674999065817
26,1040.0,54.0,33.0,52.0,38.0,35.0,44.0,55.0,30.0,47.0,28.0,54.0,34.0,62.0,47.0,29.0,52.0,58.0,64.0,67.0,61.0,48.0,55.0,22.0,49.0,20.0,47.0,49.0,28.0,36.0,20.0,57.0,24.0,49.0,52.0,58.0,55.0,62.0,35.0,58.0,69.0,53.0,57.0,47.0,49.0,52.0,30.0,54.0,66.0,43.0,35.0,58.0,38.0,39.0,64.0,34.0,25.0,32.0,47.0,49.0,60.0,49.0,62.0,35.0,60.0,41.0,36.0,31.0,28.0,62.0,20.0,39.0,29.0,58.0,54.0,65.0,47.0,41.0,50.0,58.0,56.0,74.0,50.0,67.0,54.0,53.0,56.0,32.0,25.0,35.0,35.0,36.0,48.0,15.0,49.0,34.0,35.0,36.0,50.0,17.0,53.0,55.28712871287129,99.37640581319978
27,1080.0,64.0,32.0,59.0,36.0,37.0,49.0,55.0,31.0,49.0,28.0,50.0,35.0,66.0,35.0,27.0,53.0,60.0,64.0,60.0,61.0,46.0,49.0,22.0,60.0,21.0,49.0,52.0,29.0,33.0,21.0,54.0,22.0,48.0,53.0,57.0,57.0,52.0,35.0,64.0,57.0,57.0,57.0,48.0,60.0,50.0,30.0,65.0,62.0,53.0,33.0,63.0,40.0,35.0,57.0,35.0,25.0,32.0,42.0,52.0,61.0,57.0,68.0,34.0,58.0,45.0,40.0,33.0,29.0,53.0,19.0,35.0,30.0,57.0,48.0,60.0,38.0,42.0,53.0,54.0,58.0,58.0,46.0,64.0,60.0,53.0,55.0,33.0,21.0,33.0,38.0,34.0,53.0,15.0,54.0,34.0,41.0,38.0,50.0,16.0,53.0,55.73267326732673,103.30076160561053
28,1120.0,59.0,30.0,68.0,43.0,44.0,54.0,50.0,30.0,45.0,27.0,55.0,35.0,62.0,33.0,23.0,57.0,64.0,64.0,65.0,53.0,50.0,39.0,21.0,51.0,22.0,52.0,62.0,27.0,33.0,21.0,55.0,19.0,52.0,63.0,65.0,57.0,50.0,34.0,60.0,48.0,49.0,55.0,48.0,60.0,55.0,30.0,67.0,42.0,53.0,32.0,50.0,38.0,46.0,47.0,42.0,24.0,35.0,35.0,50.0,50.0,53.0,60.0,34.0,50.0,42.0,47.0,34.0,31.0,49.0,19.0,31.0,32.0,52.0,34.0,54.0,41.0,40.0,54.0,50.0,67.0,57.0,42.0,66.0,65.0,47.0,54.0,33.0,19.0,31.0,38.0,33.0,58.0,16.0,53.0,34.0,49.0,35.0,53.0,14.0,36.0,55.21782178217822,107.3249534031026
29,1160.0,49.0,30.0,60.0,54.0,40.0,52.0,47.0,30.0,35.0,26.0,55.0,35.0,61.0,32.0,21.0,51.0,65.0,58.0,51.0,55.0,50.0,39.0,22.0,50.0,22.0,43.0,54.0,26.0,32.0,22.0,60.0,18.0,47.0,57.0,61.0,54.0,53.0,35.0,56.0,42.0,47.0,62.0,38.0,57.0,56.0,30.0,56.0,36.0,52.0,33.0,40.0,42.0,49.0,40.0,41.0,22.0,42.0,42.0,47.0,42.0,53.0,53.0,35.0,43.0,36.0,52.0,34.0,32.0,45.0,19.0,32.0,31.0,40.0,34.0,58.0,42.0,38.0,46.0,38.0,64.0,53.0,37.0,66.0,52.0,45.0,52.0,32.0,16.0,31.0,43.0,31.0,58.0,16.0,49.0,39.0,49.0,28.0,61.0,0.0,35.0,53.48514851485149,111.39987858050036
